,tau-brain,gini-brain,RNA tissue specificity,RNA tissue distribution
ENSG00000169282,0.8853655618044752,0.5456031816173221,Tissue enhanced,Detected in all
ENSG00000069424,0.8037063435495369,0.5112254605206263,Tissue enhanced,Detected in many
ENSG00000170049,0.9180781980836472,0.6017358265663417,Tissue enhanced,Detected in many
ENSG00000158445,0.8612570415849106,0.5807307089930376,Tissue enhanced,Detected in many
ENSG00000182674,0.8539800574615513,0.6459836863482256,Tissue enhanced,Detected in some
ENSG00000131398,0.8501098003166341,0.5896607751446461,Tissue enhanced,Detected in many
ENSG00000102057,0.8082552693208431,0.3858793460671779,Tissue enhanced,Detected in many
ENSG00000171385,0.8748022026710548,0.5152854485413931,Tissue enhanced,Detected in many
ENSG00000176076,0.9088635732147818,0.6406184879553218,Tissue enhanced,Detected in many
ENSG00000171126,0.8928674144377332,0.6430019903113149,Tissue enhanced,Detected in many
ENSG00000135519,0.9107171463662092,0.6866208088151395,Tissue enhanced,Detected in many
ENSG00000089558,0.9429156908665107,0.6637321681017865,Tissue enhanced,Detected in some
ENSG00000140015,0.9071632216678549,0.6700257854023046,Tissue enhanced,Detected in some
ENSG00000184611,0.899552906110283,0.6257406188281762,Tissue enhanced,Detected in some
ENSG00000183960,0.8754517362384122,0.6501780127306078,Tissue enhanced,Detected in many
ENSG00000182132,0.8630201765447666,0.6549580612008088,Tissue enhanced,Detected in many
ENSG00000115041,0.8505642968943071,0.5585228274281684,Tissue enhanced,Detected in many
ENSG00000185774,0.8784609549496393,0.6335659304376962,Tissue enhanced,Detected in many
ENSG00000123700,0.8348407763331446,0.5449135376734686,Tissue enhanced,Detected in many
ENSG00000162989,0.9237074401008828,0.7030181799767052,Tissue enhanced,Detected in many
ENSG00000157542,0.9017076502732242,0.6593690560817689,Tissue enhanced,Detected in many
ENSG00000135750,0.905079137003897,0.5272171504640288,Tissue enhanced,Detected in many
ENSG00000100433,0.8338565283106617,0.6479761660160261,Tissue enhanced,Detected in some
ENSG00000152315,0.8785968130230429,0.6322526971177072,Tissue enhanced,Detected in many
ENSG00000080709,0.8646553426822042,0.642174821284234,Tissue enhanced,Detected in many
ENSG00000143603,0.7857800699944741,0.497698306365729,Tissue enhanced,Detected in many
ENSG00000124134,0.9626593806921675,0.7459631857116822,Tissue enhanced,Detected in some
ENSG00000107147,0.911795551139813,0.7079325900076603,Tissue enhanced,Detected in many
ENSG00000100379,0.8636843567657685,0.4445050946142648,Tissue enhanced,Detected in all
ENSG00000180901,0.8451730418943529,0.4322651646036968,Tissue enhanced,Detected in all
ENSG00000183783,0.8559899117276162,0.6034016365726655,Tissue enhanced,Detected in many
ENSG00000256980,0.9301897218640637,0.6552936311000825,Tissue enhanced,Detected in some
ENSG00000112232,0.8462223806129721,0.6029218037493664,Tissue enhanced,Detected in many
ENSG00000131773,0.917970612008041,0.5224359627493733,Tissue enhanced,Detected in many
ENSG00000135709,0.8543658925318762,0.4939540918955365,Tissue enhanced,Detected in all
ENSG00000100364,0.6831532538499752,0.42113860478536225,Tissue enhanced,Detected in all
ENSG00000169330,0.9440866510538647,0.7234991946367162,Tissue enhanced,Detected in some
ENSG00000196872,0.8385512221104334,0.5898287799903386,Tissue enhanced,Detected in many
ENSG00000164659,0.7576720176981112,0.4827923983846216,Tissue enhanced,Detected in all
ENSG00000149633,0.8393651014170606,0.5412323504654859,Tissue enhanced,Detected in many
ENSG00000182329,0.9263148907103822,0.6847423941293378,Tissue enhanced,Detected in some
ENSG00000117245,0.9711002197059317,0.792308618199326,Tissue enhanced,Detected in some
ENSG00000196169,0.8427545369811942,0.6762836509569452,Tissue enhanced,Detected in many
ENSG00000139116,0.7574955559944699,0.4583706576628901,Tissue enhanced,Detected in many
ENSG00000116852,0.856234765568991,0.5476121716194493,Tissue enhanced,Detected in many
ENSG00000125337,0.9010101010101009,0.6382369586204601,Tissue enhanced,Detected in many
ENSG00000131437,0.8370281245300043,0.482889106479202,Tissue enhanced,Detected in many
ENSG00000104970,0.8792701863354037,0.7220993660622144,Tissue enhanced,Detected in some
ENSG00000116014,0.9365415124272874,0.7133091219824828,Tissue enhanced,Detected in some
ENSG00000174996,0.7961125027745191,0.3761126873052656,Tissue enhanced,Detected in all
ENSG00000109466,0.7366803278688525,0.41201974204455527,Tissue enhanced,Detected in all
ENSG00000149243,0.8625741192884552,0.5454246214614877,Tissue enhanced,Detected in many
ENSG00000102271,0.894586351505909,0.652052097531425,Tissue enhanced,Detected in many
ENSG00000167755,0.9041756248320347,0.7525312513579674,Tissue enhanced,Detected in many
ENSG00000205809,0.9379748100759697,0.6907317173461625,Tissue enhanced,Detected in many
ENSG00000205810,0.9635789473684212,0.8206516437420741,Tissue enhanced,Detected in some
ENSG00000171798,0.8489550744587665,0.6130237716379769,Tissue enhanced,Detected in many
ENSG00000213424,0.8405227770642898,0.6190139674093778,Tissue enhanced,Detected in many
ENSG00000205869,0.9523478260869568,0.6989263571752604,Tissue enhanced,Detected in some
ENSG00000198910,0.8843134305910662,0.607624833787586,Tissue enhanced,Detected in all
ENSG00000268361,0.914418604651163,0.7492441910684977,Tissue enhanced,Detected in some
ENSG00000179630,0.7403490216816501,0.3785378815968361,Tissue enhanced,Detected in all
ENSG00000125869,0.956149099295643,0.7337833553059763,Tissue enhanced,Detected in many
ENSG00000115365,0.7804938216231976,0.40442793225162466,Tissue enhanced,Detected in all
ENSG00000132434,0.7728501581823409,0.3935194355981533,Tissue enhanced,Detected in many
ENSG00000283071,0.941429801894918,0.8729665071770334,Tissue enhanced,Detected in some
ENSG00000214402,0.867027027027027,0.7269451950391463,Tissue enhanced,Detected in some
ENSG00000188501,0.8732660781841108,0.5711951115532188,Tissue enhanced,Detected in some
ENSG00000179241,0.7677175283732658,0.45956945625858836,Tissue enhanced,Detected in all
ENSG00000168675,0.7776556044248968,0.3487450194718955,Tissue enhanced,Detected in all
ENSG00000157978,0.8099064004761132,0.37911149803696187,Tissue enhanced,Detected in all
ENSG00000163352,0.87103825136612,0.6388552025224354,Tissue enhanced,Detected in some
ENSG00000153902,0.8092123419992275,0.4991405870649759,Tissue enhanced,Detected in all
ENSG00000139292,0.8468253565446886,0.6810159214451921,Tissue enhanced,Detected in many
ENSG00000138039,0.9478549005929541,0.742345891816466,Tissue enhanced,Detected in many
ENSG00000182508,0.911021754820085,0.6738210971529572,Tissue enhanced,Detected in some
ENSG00000156959,0.9219762266914537,0.6471052428978368,Tissue enhanced,Detected in some
ENSG00000107902,0.8534333436436746,0.4202809148714055,Tissue enhanced,Detected in all
ENSG00000089116,0.9540983606557378,0.9031314846255423,Tissue enhanced,Detected in some
ENSG00000106852,0.8032786885245903,0.5151735546618745,Tissue enhanced,Detected in many
ENSG00000162624,0.9358067299396032,0.856012986115908,Tissue enhanced,Detected in some
ENSG00000106683,0.7494559698244597,0.3934125175315568,Tissue enhanced,Detected in all
ENSG00000111052,0.8895981430436674,0.555126596294383,Tissue enhanced,Detected in many
ENSG00000263715,0.8573874755381604,0.41121095421480525,Tissue enhanced,Detected in many
ENSG00000220008,0.9028169014084507,0.7920437405731522,Tissue enhanced,Detected in some
ENSG00000103227,0.8090573150467497,0.40052477234141026,Tissue enhanced,Detected in all
ENSG00000283654,0.8585907335907336,0.5217437533227007,Tissue enhanced,Detected in some
ENSG00000152936,0.8850150080812744,0.6572651510856624,Tissue enhanced,Detected in many
ENSG00000048540,0.8992786885245901,0.6166316615148026,Tissue enhanced,Detected in many
ENSG00000143013,0.8213530993852459,0.3367132413489977,Tissue enhanced,Detected in all
ENSG00000162761,0.8799180327868853,0.6921437566598858,Tissue enhanced,Detected in many
ENSG00000170500,0.8530569535103892,0.6343561180105886,Tissue enhanced,Detected in many
ENSG00000198121,0.7802498048399684,0.5426741104332964,Tissue enhanced,Detected in many
ENSG00000147145,0.891990039427267,0.5974198929215204,Tissue enhanced,Detected in many
ENSG00000184574,0.7938120526437314,0.493349283897738,Tissue enhanced,Detected in many
ENSG00000128011,0.8675789473684213,0.5947351316217095,Tissue enhanced,Detected in many
ENSG00000165379,0.9170081967213117,0.6393138233011866,Tissue enhanced,Detected in many
ENSG00000155530,0.9301083138173302,0.6628498727735366,Tissue enhanced,Detected in many
ENSG00000168702,0.8291127128914969,0.6178474114441421,Tissue enhanced,Detected in many
ENSG00000134569,0.8534028812717338,0.5943162489799534,Tissue enhanced,Detected in many
ENSG00000254402,0.8238432437675821,0.49978873811651847,Tissue enhanced,Detected in many
ENSG00000185158,0.7970445624567073,0.35595246179966056,Tissue enhanced,Detected in all
ENSG00000128594,0.8819869642504448,0.5686283804602879,Tissue enhanced,Detected in many
ENSG00000131409,0.8932721807307322,0.6331812313763061,Tissue enhanced,Detected in many
ENSG00000162621,0.9682758620689654,0.8726797385620915,Tissue enhanced,Detected in single
ENSG00000173988,0.8633209292969932,0.6681573481412404,Tissue enhanced,Detected in some
ENSG00000160838,0.9618107302533541,0.85072846709971,Tissue enhanced,Detected in some
ENSG00000204052,0.9072421664245697,0.6343830491843494,Tissue enhanced,Detected in many
ENSG00000187905,0.953887450867606,0.7722640015832178,Tissue enhanced,Detected in some
ENSG00000197147,0.7706097417148247,0.3877236703609681,Tissue enhanced,Detected in many
ENSG00000171492,0.7255340288127172,0.3576032931009372,Tissue enhanced,Detected in all
ENSG00000131951,0.9329268292682921,0.8016418775352521,Tissue enhanced,Detected in some
ENSG00000133640,0.9066429653038393,0.7094161812798729,Tissue enhanced,Detected in many
ENSG00000175928,0.8422194199243379,0.5342012088599908,Tissue enhanced,Detected in many
ENSG00000170382,0.7632237745295968,0.4886916705252864,Tissue enhanced,Detected in many
ENSG00000173114,0.79721620785648,0.5740032594939586,Tissue enhanced,Detected in many
ENSG00000176204,0.8902801084290692,0.5587050549740811,Tissue enhanced,Detected in many
ENSG00000185565,0.8479542067470531,0.5904497188041229,Tissue enhanced,Detected in many
ENSG00000204428,0.8721739130434781,0.6431372549019607,Tissue enhanced,Detected in some
ENSG00000255552,0.8934426229508199,0.7448304383788256,Tissue enhanced,Detected in some
ENSG00000180155,0.84432169161321,0.5304931686839558,Tissue enhanced,Detected in many
ENSG00000284505,0.8650210084033612,0.5225779224694038,Tissue enhanced,Detected in many
ENSG00000150551,0.9361402891926344,0.6661131328834398,Tissue enhanced,Detected in many
ENSG00000088899,0.8700211630184149,0.5826569395909615,Tissue enhanced,Detected in many
ENSG00000180660,0.96575,0.8412999608445528,Tissue enhanced,Detected in some
ENSG00000181541,0.9710784582488072,0.8571219483636789,Tissue enhanced,Detected in some
ENSG00000172264,0.8774805867126835,0.4675976758164697,Tissue enhanced,Detected in many
ENSG00000110514,0.8033281408401951,0.29266790702549716,Tissue enhanced,Detected in all
ENSG00000165509,0.9081632653061226,0.7598397023042796,Tissue enhanced,Detected in some
ENSG00000154545,0.7901639344262293,0.5373694872993615,Tissue enhanced,Detected in many
ENSG00000187243,0.8660103626943005,0.61090438867337,Tissue enhanced,Detected in many
ENSG00000198934,0.8438028918226222,0.5455987490848615,Tissue enhanced,Detected in many
ENSG00000186675,0.8602831594634873,0.5949264762491342,Tissue enhanced,Detected in many
ENSG00000254585,0.9020372433550853,0.6759265494870585,Tissue enhanced,Detected in many
ENSG00000187391,0.8290505308174212,0.5333109408709806,Tissue enhanced,Detected in many
ENSG00000112893,0.7846784363177808,0.3814766049789089,Tissue enhanced,Detected in all
ENSG00000185090,0.7483568784467781,0.4573226170127651,Tissue enhanced,Detected in many
ENSG00000205693,0.9267796610169488,0.7271301247771838,Tissue enhanced,Detected in some
ENSG00000130758,0.8106045081967213,0.4771776401904806,Tissue enhanced,Detected in many
ENSG00000139625,0.8296790464955457,0.4135849321807572,Tissue enhanced,Detected in all
ENSG00000180815,0.9527148678101018,0.8460541474654377,Tissue enhanced,Detected in some
ENSG00000176601,0.942657246724741,0.8082370592648163,Tissue enhanced,Detected in some
ENSG00000006432,0.8208955223880597,0.4587252883308437,Tissue enhanced,Detected in many
ENSG00000047849,0.8476461865986301,0.43383066693481087,Tissue enhanced,Detected in all
ENSG00000071054,0.7583178551239603,0.47634206721124084,Tissue enhanced,Detected in all
ENSG00000171533,0.7551486369240608,0.5547050763739703,Tissue enhanced,Detected in many
ENSG00000135525,0.7518198496774573,0.509964967474952,Tissue enhanced,Detected in all
ENSG00000184368,0.8937179650103783,0.681986276955979,Tissue enhanced,Detected in many
ENSG00000164114,0.8587149048426607,0.48823474989206206,Tissue enhanced,Detected in many
ENSG00000100030,0.76820529571484,0.2501452767156578,Tissue enhanced,Detected in all
ENSG00000109339,0.7935494755785507,0.47575251857128364,Tissue enhanced,Detected in many
ENSG00000181085,0.9016949152542372,0.7079113528382095,Tissue enhanced,Detected in many
ENSG00000141639,0.8579234972677595,0.6074603966092598,Tissue enhanced,Detected in many
ENSG00000121653,0.8893498382959741,0.6473303280173976,Tissue enhanced,Detected in many
ENSG00000138834,0.7622373585776959,0.41000637395324313,Tissue enhanced,Detected in all
ENSG00000050748,0.7457838219948161,0.33920323904834904,Tissue enhanced,Detected in all
ENSG00000137802,0.850448178317031,0.3441489608384847,Tissue enhanced,Detected in all
ENSG00000166974,0.7166735546677688,0.3531435179922606,Tissue enhanced,Detected in all
ENSG00000084764,0.8085730688269438,0.4764648804926832,Tissue enhanced,Detected in all
ENSG00000145416,0.7553126897389192,0.45793948487121794,Tissue enhanced,Detected in many
ENSG00000144583,0.9030219237606162,0.6534225019669548,Tissue enhanced,Detected in some
ENSG00000175130,0.8427509476689803,0.5205902150293757,Tissue enhanced,Detected in all
ENSG00000130368,0.9417777777777774,0.7584670231729056,Tissue enhanced,Detected in some
ENSG00000099308,0.8939061616732622,0.5024653569705884,Tissue enhanced,Detected in many
ENSG00000007264,0.8278408773009569,0.6129606585622664,Tissue enhanced,Detected in many
ENSG00000166603,0.8869966576476207,0.7056897988334725,Tissue enhanced,Detected in some
ENSG00000101977,0.8865274737010739,0.6874469439728352,Tissue enhanced,Detected in many
ENSG00000126217,0.8405499735589637,0.5073805892830112,Tissue enhanced,Detected in many
ENSG00000053524,0.8593069101473331,0.6070865470660931,Tissue enhanced,Detected in many
ENSG00000128285,0.9091530054644807,0.6298883638106978,Tissue enhanced,Detected in many
ENSG00000175471,0.8326669332267094,0.4651678425591168,Tissue enhanced,Detected in all
ENSG00000144893,0.8944716485700096,0.5340793871343275,Tissue enhanced,Detected in many
ENSG00000145794,0.8438175117549883,0.6548648391847598,Tissue enhanced,Detected in many
ENSG00000105419,0.8506014024984904,0.5620131923737233,Tissue enhanced,Detected in many
ENSG00000103260,0.786551253861783,0.5306018015765745,Tissue enhanced,Detected in all
ENSG00000205639,0.9556246466930475,0.7752188047011754,Tissue enhanced,Detected in some
ENSG00000174514,0.9322131147540987,0.7176922029923256,Tissue enhanced,Detected in many
ENSG00000128268,0.7840022611644998,0.5516003483965128,Tissue enhanced,Detected in many
ENSG00000155970,0.7785202634488726,0.4362401230865516,Tissue enhanced,Detected in all
ENSG00000165175,0.8214047714247631,0.5379436231970793,Tissue enhanced,Detected in all
ENSG00000214237,0.9471428571428573,0.8258362168396773,Tissue enhanced,Detected in some
ENSG00000225526,0.8603960396039604,0.722424950128935,Tissue enhanced,Detected in many
ENSG00000179455,0.7962204007285973,0.5438002468559227,Tissue enhanced,Detected in many
ENSG00000100427,0.925171589286636,0.6996374541495074,Tissue enhanced,Detected in many
ENSG00000213190,0.9063509987928822,0.5492888614935045,Tissue enhanced,Detected in many
ENSG00000108960,0.8811676638673499,0.5320020481310803,Tissue enhanced,Detected in many
